No,year,month,day,hour,local,temp,humidity,metter
1,2022,8,16,9,1,22.4,38.3,3
2,2022,8,16,9,2,22.8,37.2,3
3,2022,8,16,9,3,23.5,36.3,2
4,2022,8,16,9,4,22.9,35,2
5,2022,8,16,9,5,23,33.2,2
6,2022,8,16,9,6,22.9,33.3,1
7,2022,8,16,10,1,24.3,34.3,3
8,2022,8,16,10,2,25.5,36.2,1
9,2022,8,16,10,3,25,34.3,2
10,2022,8,16,10,4,26.8,34.3,1
11,2022,8,16,10,5,27.1,32.2,0
12,2022,8,16,10,6,27.3,34.8,1
13,2022,8,16,11,1,28.9,39,2
14,2022,8,16,11,2,28.8,36.8,1
15,2022,8,16,11,3,26.5,38.7,2
16,2022,8,16,11,4,25.9,37.9,1
17,2022,8,16,11,5,26.5,38.9,0
18,2022,8,16,11,6,26,39,1
19,2022,8,16,12,1,24.9,38,3
20,2022,8,16,12,2,25.2,38.9,2
21,2022,8,16,12,3,25.3,40.2,2
22,2022,8,16,12,4,24.8,38.9,3
23,2022,8,16,12,5,25.3,36.9,2
24,2022,8,16,12,6,25,38.9,0
25,2022,8,16,13,1,25.2,38.8,3
26,2022,8,16,13,2,25.2,38.6,2
27,2022,8,16,13,3,25.9,37.8,2
28,2022,8,16,13,4,26.4,40,3
29,2022,8,16,13,5,25.5,39,1
30,2022,8,16,13,6,26,38.2,1
31,2022,8,16,14,1,25.5,38.4,3
32,2022,8,16,14,2,26.3,37.3,2
33,2022,8,16,14,3,25.8,36.6,2
34,2022,8,16,14,4,27,34,2
35,2022,8,16,14,5,26,34.2,0
36,2022,8,16,14,6,25.5,32,1
37,2022,8,16,15,1,25.5,38.5,3
38,2022,8,16,15,2,25.4,39.2,1
39,2022,8,16,15,3,26.2,36.4,2
40,2022,8,16,15,4,26.5,35,1
41,2022,8,16,15,5,25.3,33.7,1
42,2022,8,16,15,6,27.5,33.3,0
43,2022,8,16,16,1,25.5,36.4,3
44,2022,8,16,16,2,25.5,37.1,2
45,2022,8,16,16,3,26,35.2,2
46,2022,8,16,16,4,25.9,37.2,1
47,2022,8,16,16,5,26.8,34.5,2
48,2022,8,16,16,6,25.2,33,1
49,2022,8,16,17,1,26,38.2,0
50,2022,8,16,17,2,24.8,36.5,1
51,2022,8,16,17,3,25.4,37.3,2
52,2022,8,16,17,4,24.6,34,1
53,2022,8,16,17,5,24.5,33,0
54,2022,8,16,17,6,25,32.5,3
55,2022,8,16,18,1,24.5,38.5,3
56,2022,8,16,18,2,26,37.4,2
57,2022,8,16,18,3,23.3,35.6,2
58,2022,8,16,18,4,24.2,35.3,3
59,2022,8,16,18,5,24.4,34.2,1
60,2022,8,16,18,6,25.2,32,0
61,2022,8,16,19,1,24.5,38.1,1
62,2022,8,16,19,2,23.9,39.3,1
63,2022,8,16,19,3,23.8,43.9,2
64,2022,8,16,19,4,23.3,41.8,1
65,2022,8,16,19,5,23.6,40,0
66,2022,8,16,19,6,22,44.4,0
67,2022,8,16,20,1,22.5,55.8,1
68,2022,8,16,20,2,22.3,54.8,1
69,2022,8,16,20,3,22.2,54.1,2
70,2022,8,16,20,4,21.9,55.7,1
71,2022,8,16,20,5,21,59.5,1
72,2022,8,16,20,6,21.5,59.9,0
73,2022,8,16,21,1,20.1,58.3,1
74,2022,8,16,21,2,20.4,57,1
75,2022,8,16,21,3,19.2,54,2
76,2022,8,16,21,4,18.3,56,0
77,2022,8,16,21,5,19.3,55.5,1
78,2022,8,16,21,6,19.4,55.3,2
