No,year,month,day,hour,local,temp,humidity,metter
1,2022,8,25,9,1,18.4,59.2,1
2,2022,8,25,9,2,18.5,58.1,2
3,2022,8,25,9,3,18.6,58.2,1
4,2022,8,25,9,4,18.4,56.1,1
5,2022,8,25,9,5,18.8,57,1
6,2022,8,25,9,6,19.2,56.1,0
7,2022,8,25,10,1,19.1,55.2,2
8,2022,8,25,10,2,19.2,55.3,2
9,2022,8,25,10,3,18.3,54.2,1
10,2022,8,25,10,4,19.2,54.2,1
11,2022,8,25,10,5,19,54,0
12,2022,8,25,10,6,18,55.1,1
13,2022,8,25,11,1,18.1,53.1,2
14,2022,8,25,11,2,18.1,53.2,1
15,2022,8,25,11,3,19.2,53.1,1
16,2022,8,25,11,4,21.3,51,2
17,2022,8,25,11,5,21.4,50.1,1
18,2022,8,25,11,6,21.5,50.2,0
19,2022,8,25,12,1,21.6,52.3,3
20,2022,8,25,12,2,21.8,49.4,2
21,2022,8,25,12,3,22.9,49.5,1
22,2022,8,25,12,4,22.4,48.6,2
23,2022,8,25,12,5,22.5,47.7,2
24,2022,8,25,12,6,23.6,45.8,0
25,2022,8,25,13,1,23.1,46.9,3
26,2022,8,25,13,2,23.2,46.9,2
27,2022,8,25,13,3,23.3,45.8,1
28,2022,8,25,13,4,23.4,46.7,2
29,2022,8,25,13,5,24.5,45.5,1
30,2022,8,25,13,6,24.6,44.2,1
31,2022,8,25,14,1,24.7,45.1,1
32,2022,8,25,14,2,24.8,43,1
33,2022,8,25,14,3,25.9,43.2,2
34,2022,8,25,14,4,25.9,44.2,1
35,2022,8,25,14,5,25.9,42.1,1
36,2022,8,25,14,6,25.8,39.5,2
37,2022,8,25,15,1,26.4,40.4,1
38,2022,8,25,15,2,25.5,39.6,1
39,2022,8,25,15,3,26.6,39.2,2
40,2022,8,25,15,4,25.2,39.1,1
41,2022,8,25,15,5,25.3,38.8,1
42,2022,8,25,15,6,26.1,38.9,0
43,2022,8,25,16,1,25.2,38.5,2
44,2022,8,25,16,2,25,38.6,2
45,2022,8,25,16,3,25.1,39.3,2
46,2022,8,25,16,4,24.2,39.1,2
47,2022,8,25,16,5,24.3,38.4,2
48,2022,8,25,16,6,24.5,38.5,0
49,2022,8,25,17,1,24.4,38.6,2
50,2022,8,25,17,2,23.5,38.1,1
51,2022,8,25,17,3,22.6,37.2,1
52,2022,8,25,17,4,23.7,36.3,2
53,2022,8,25,17,5,23.8,37.5,1
54,2022,8,25,17,6,23.9,37.1,1
55,2022,8,25,18,1,23.5,37.6,2
56,2022,8,25,18,2,22.4,37.4,2
57,2022,8,25,18,3,22.5,37.8,2
58,2022,8,25,18,4,23.6,37.7,2
59,2022,8,25,18,5,23.1,38.9,1
60,2022,8,25,18,6,22.2,38.5,0
61,2022,8,25,19,1,22.3,39.1,2
62,2022,8,25,19,2,21.1,39.2,3
63,2022,8,25,19,3,20.2,39.3,1
64,2022,8,25,19,4,20.2,37.2,1
65,2022,8,25,19,5,19.3,39.1,1
66,2022,8,25,19,6,19.1,38,1
67,2022,8,25,20,1,19.4,39.2,1
68,2022,8,25,20,2,19.7,38.1,2
69,2022,8,25,20,3,19.7,37.5,2
70,2022,8,25,20,4,18.8,38.4,1
71,2022,8,25,20,5,18.9,38.8,1
72,2022,8,25,20,6,18.1,39.7,1
73,2022,8,25,21,1,19.5,38.9,0
74,2022,8,25,21,2,19.5,38.4,2
75,2022,8,25,21,3,19.6,39.5,1
76,2022,8,25,21,4,19.3,38.6,1
77,2022,8,25,21,5,18.4,38.5,0
78,2022,8,25,21,6,18.5,40.1,0
