No,year,month,day,hour,local,temp,humidity,metter
1,2022,8,22,9,1,23.6,38.2,3
2,2022,8,22,9,2,23.4,37.4,2
3,2022,8,22,9,3,23.8,35.5,2
4,2022,8,22,9,4,23.7,34.7,2
5,2022,8,22,9,5,24.9,33.8,2
6,2022,8,22,9,6,23.2,32.9,1
7,2022,8,22,10,1,24.5,38.4,2
8,2022,8,22,10,2,25.3,37.5,1
9,2022,8,22,10,3,26.2,35,2
10,2022,8,22,10,4,25.9,34.1,1
11,2022,8,22,10,5,27.1,33.2,0
12,2022,8,22,10,6,28.2,32.4,1
13,2022,8,22,11,1,29.3,38.5,3
14,2022,8,22,11,2,28.4,37.7,1
15,2022,8,22,11,3,26.8,35.8,2
16,2022,8,22,11,4,26.5,34.1,1
17,2022,8,22,11,5,26.5,35.2,0
18,2022,8,22,11,6,26.4,32.2,0
19,2022,8,22,12,1,25.5,38,0
20,2022,8,22,12,2,25.6,37.1,1
21,2022,8,22,12,3,25.4,35.2,2
22,2022,8,22,12,4,25.5,35.3,1
23,2022,8,22,12,5,25.3,34,3
24,2022,8,22,12,6,25.2,35.2,2
25,2022,8,22,13,1,25.9,34.1,3
26,2022,8,22,13,2,25.5,35.3,2
27,2022,8,22,13,3,26.4,36.1,2
28,2022,8,22,13,4,26.5,35.2,3
29,2022,8,22,13,5,25.4,35,2
30,2022,8,22,13,6,26.6,35.2,1
31,2022,8,22,14,1,25.2,34.3,2
32,2022,8,22,14,2,25.2,37.5,1
33,2022,8,22,14,3,26,34.2,2
34,2022,8,22,14,4,26.1,34.4,1
35,2022,8,22,14,5,26.5,35.2,2
36,2022,8,22,14,6,25.7,35.3,1
37,2022,8,22,15,1,25.8,35.1,3
38,2022,8,22,15,2,25.5,36.2,2
39,2022,8,22,15,3,26.5,38,2
40,2022,8,22,15,4,26.6,38,1
41,2022,8,22,15,5,25.1,38.1,1
42,2022,8,22,15,6,26.2,38.2,1
43,2022,8,22,16,1,25.3,38.3,2
44,2022,8,22,16,2,25,37.4,1
45,2022,8,22,16,3,25.1,35.5,2
46,2022,8,22,16,4,25.8,34.8,1
47,2022,8,22,16,5,25.3,33.4,1
48,2022,8,22,16,6,25.4,32.8,1
49,2022,8,22,17,1,25.5,38.9,3
50,2022,8,22,17,2,24.3,37.5,2
51,2022,8,22,17,3,24.1,35.6,2
52,2022,8,22,17,4,24.2,34.2,1
53,2022,8,22,17,5,24.3,32.5,1
54,2022,8,22,17,6,24.4,33.5,3
55,2022,8,22,18,1,24.5,36.5,2
56,2022,8,22,18,2,24.6,37.6,3
57,2022,8,22,18,3,25.6,35.4,2
58,2022,8,22,18,4,25.7,34,3
59,2022,8,22,18,5,25.8,37,2
60,2022,8,22,18,6,25.6,32.1,1
61,2022,8,22,19,1,25.4,38.2,2
62,2022,8,22,19,2,25,40.3,3
63,2022,8,22,19,3,24.8,42.2,2
64,2022,8,22,19,4,23,42,1
65,2022,8,22,19,5,23.2,40.1,1
66,2022,8,22,19,6,22.1,39.5,1
67,2022,8,22,20,1,23.5,38.7,2
68,2022,8,22,20,2,23.5,39.8,1
69,2022,8,22,20,3,23.4,39.9,2
70,2022,8,22,20,4,23.8,34.5,1
71,2022,8,22,20,5,23.7,33.6,1
72,2022,8,22,20,6,23.1,32.2,1
73,2022,8,22,21,1,22.3,38.3,3
74,2022,8,22,21,2,22.5,37.2,2
75,2022,8,22,21,3,23.2,35.1,0
76,2022,8,22,21,4,24,34.2,1
77,2022,8,22,21,5,23.2,33.1,1
78,2022,8,22,21,6,22,32.5,0
