No,year,month,day,hour,local,temp,humidity,metter
1,2022,8,27,9,1,24.4,39.5,3
2,2022,8,27,9,2,24.8,39.6,2
3,2022,8,27,9,3,24.9,39.4,2
4,2022,8,27,9,4,24.7,39.8,1
5,2022,8,27,9,5,24.4,39.7,2
6,2022,8,27,9,6,24.1,39.9,1
7,2022,8,27,10,1,25.2,39.7,2
8,2022,8,27,10,2,24.2,38.8,2
9,2022,8,27,10,3,25,38.4,0
10,2022,8,27,10,4,25.1,38.5,1
11,2022,8,27,10,5,25.2,38.6,1
12,2022,8,27,10,6,25.3,38.2,1
13,2022,8,27,11,1,25.4,39.1,3
14,2022,8,27,11,2,26.5,39.3,2
15,2022,8,27,11,3,26.6,40.2,2
16,2022,8,27,11,4,27.7,40.3,1
17,2022,8,27,11,5,26.8,40.2,1
18,2022,8,27,11,6,27.4,41.1,2
19,2022,8,27,12,1,29.5,41,3
20,2022,8,27,12,2,29.1,41.1,2
21,2022,8,27,12,3,29.2,41.2,1
22,2022,8,27,12,4,29,42.1,2
23,2022,8,27,12,5,29.4,42.5,1
24,2022,8,27,12,6,29.8,42.4,0
25,2022,8,27,13,1,28.7,42.6,3
26,2022,8,27,13,2,28.9,41.5,2
27,2022,8,27,13,3,27.9,41.4,2
28,2022,8,27,13,4,27.4,41.8,1
29,2022,8,27,13,5,26.8,41.7,2
30,2022,8,27,13,6,26.8,41.9,1
31,2022,8,27,14,1,24.7,41.4,3
32,2022,8,27,14,2,25.5,41.5,2
33,2022,8,27,14,3,26.5,40.6,1
34,2022,8,27,14,4,25.6,40.1,1
35,2022,8,27,14,5,26.4,41.2,2
36,2022,8,27,14,6,26.2,41.3,1
37,2022,8,27,15,1,25.2,40.4,1
38,2022,8,27,15,2,25.3,41.5,1
39,2022,8,27,15,3,25.2,42,2
40,2022,8,27,15,4,25.3,42.1,0
41,2022,8,27,15,5,24.2,42.8,2
42,2022,8,27,15,6,24,42.9,0
43,2022,8,27,16,1,24.1,43,2
44,2022,8,27,16,2,24,43,2
45,2022,8,27,16,3,23.2,43.1,2
46,2022,8,27,16,4,24.4,44,1
47,2022,8,27,16,5,23,43.3,0
48,2022,8,27,16,6,24.2,43.2,1
49,2022,8,27,17,1,23.1,42.1,2
50,2022,8,27,17,2,23.5,42.5,2
51,2022,8,27,17,3,23.2,41.6,2
52,2022,8,27,17,4,23.4,41,1
53,2022,8,27,17,5,22.2,41.1,1
54,2022,8,27,17,6,23,42.4,1
55,2022,8,27,18,1,22,40.5,3
56,2022,8,27,18,2,22.2,40.6,2
57,2022,8,27,18,3,23.1,40.7,3
58,2022,8,27,18,4,23.2,41.8,2
59,2022,8,27,18,5,23.5,42.9,2
60,2022,8,27,18,6,23.4,42.4,2
61,2022,8,27,19,1,22.8,43.5,3
62,2022,8,27,19,2,23.7,43.6,1
63,2022,8,27,19,3,22.8,44.1,0
64,2022,8,27,19,4,22.9,44.2,2
65,2022,8,27,19,5,22.7,45.3,2
66,2022,8,27,19,6,21.1,43,1
67,2022,8,27,20,1,21.5,44,3
68,2022,8,27,20,2,21.1,45.1,2
69,2022,8,27,20,3,22.4,44.2,1
70,2022,8,27,20,4,21.6,42.1,1
71,2022,8,27,20,5,22.4,41,1
72,2022,8,27,20,6,21.5,43.1,1
73,2022,8,27,21,1,22.7,43.4,3
74,2022,8,27,21,2,21.7,43.5,2
75,2022,8,27,21,3,21.8,42.4,1
76,2022,8,27,21,4,20.2,42.8,0
77,2022,8,27,21,5,20.5,41.9,0
78,2022,8,27,21,6,20.6,40.8,2
