No,year,month,day,hour,local,temp,humidity,metter
1,2022,8,9,9,1,22.5,38.3,3
2,2022,8,9,9,2,22.8,37.2,3
3,2022,8,9,9,3,23.6,35.8,3
4,2022,8,9,9,4,23.6,34.8,3
5,2022,8,9,9,5,23.3,33.3,2
6,2022,8,9,9,6,23.1,32.1,1
7,2022,8,9,10,1,24.4,38.1,3
8,2022,8,9,10,2,25.4,37.2,1
9,2022,8,9,10,3,26.8,35.3,2
10,2022,8,9,10,4,26.7,34.3,1
11,2022,8,9,10,5,27.3,33.5,1
12,2022,8,9,10,6,28.1,34.8,1
13,2022,8,9,11,1,29.9,38.9,3
14,2022,8,9,11,2,28.6,37.8,1
15,2022,8,9,11,3,26.4,38.7,2
16,2022,8,9,11,4,26.4,39.2,1
17,2022,8,9,11,5,26.5,39,2
18,2022,8,9,11,6,26,39,1
19,2022,8,9,12,1,25.1,38.5,2
20,2022,8,9,12,2,25.1,38.2,2
21,2022,8,9,12,3,25.3,38.4,1
22,2022,8,9,12,4,25.2,36.3,3
23,2022,8,9,12,5,25.3,35.4,2
24,2022,8,9,12,6,25.3,38.5,2
25,2022,8,9,13,1,25.4,38.8,3
26,2022,8,9,13,2,25.2,38.6,2
27,2022,8,9,13,3,26.6,38.3,1
28,2022,8,9,13,4,26.8,39.5,3
29,2022,8,9,13,5,25.4,38.8,1
30,2022,8,9,13,6,26,38.3,1
31,2022,8,9,14,1,25.5,38.4,2
32,2022,8,9,14,2,25.5,37.3,1
33,2022,8,9,14,3,25.6,35.5,2
34,2022,8,9,14,4,26.9,34.3,2
35,2022,8,9,14,5,26,33,1
36,2022,8,9,14,6,25.5,32.1,1
37,2022,8,9,15,1,25.5,38.5,3
38,2022,8,9,15,2,25.4,37.5,1
39,2022,8,9,15,3,26.2,35.8,2
40,2022,8,9,15,4,26.5,34.6,1
41,2022,8,9,15,5,25.4,33.7,1
42,2022,8,9,15,6,26.4,32.3,2
43,2022,8,9,16,1,25.5,38.2,3
44,2022,8,9,16,2,25.5,37.1,1
45,2022,8,9,16,3,25.8,35.2,2
46,2022,8,9,16,4,25.9,34,1
47,2022,8,9,16,5,25.3,33.3,2
48,2022,8,9,16,6,25.2,32.2,1
49,2022,8,9,17,1,25.9,38,0
50,2022,8,9,17,2,24.8,37.1,1
51,2022,8,9,17,3,24.8,35,2
52,2022,8,9,17,4,24.9,34,0
53,2022,8,9,17,5,24.5,33.1,0
54,2022,8,9,17,6,24,32.5,3
55,2022,8,9,18,1,24.5,38.5,3
56,2022,8,9,18,2,24.5,37.4,3
57,2022,8,9,18,3,24.3,35.6,2
58,2022,8,9,18,4,24.2,34.2,3
59,2022,8,9,18,5,24.3,33,1
60,2022,8,9,18,6,24.2,31.9,0
61,2022,8,9,19,1,24.5,37.9,1
62,2022,8,9,19,2,24.5,40.8,1
63,2022,8,9,19,3,24.8,43.9,0
64,2022,8,9,19,4,24.9,42.9,1
65,2022,8,9,19,5,23.5,40,0
66,2022,8,9,19,6,22,45.1,1
67,2022,8,9,20,1,22.5,55.8,1
68,2022,8,9,20,2,22.5,56.3,2
69,2022,8,9,20,3,22.9,56,2
70,2022,8,9,20,4,21.9,54.5,1
71,2022,8,9,20,5,21.1,59.4,1
72,2022,8,9,20,6,21.5,59,0
73,2022,8,9,21,1,20.5,58.3,1
74,2022,8,9,21,2,20.5,57,1
75,2022,8,9,21,3,19.2,55.4,0
76,2022,8,9,21,4,18.5,54,0
77,2022,8,9,21,5,19.4,55.5,1
78,2022,8,9,21,6,19.4,56.2,0
