No,year,month,day,hour,local,temp,humidity,metter
1,2022,8,4,9,1,18.6,59.2,1
2,2022,8,4,9,2,18.8,58.3,1
3,2022,8,4,9,3,18.4,58.5,1
4,2022,8,4,9,4,18.8,56.6,1
5,2022,8,4,9,5,18.1,57.8,1
6,2022,8,4,9,6,19,56.8,1
7,2022,8,4,10,1,19.2,55.4,1
8,2022,8,4,10,2,19.3,55.5,2
9,2022,8,4,10,3,18.5,54.6,1
10,2022,8,4,10,4,19.8,54.4,1
11,2022,8,4,10,5,19.3,54.7,1
12,2022,8,4,10,6,18.4,53.9,1
13,2022,8,4,11,1,18.2,53.6,2
14,2022,8,4,11,2,18.2,53.2,1
15,2022,8,4,11,3,19.3,52,1
16,2022,8,4,11,4,21.5,51,1
17,2022,8,4,11,5,21.9,50.2,1
18,2022,8,4,11,6,21.7,50.3,1
19,2022,8,4,12,1,21.8,50,3
20,2022,8,4,12,2,21.5,49.2,2
21,2022,8,4,12,3,22.3,49.5,1
22,2022,8,4,12,4,22.4,48,1
23,2022,8,4,12,5,22.2,48,1
24,2022,8,4,12,6,23,45.7,1
25,2022,8,4,13,1,23,46.8,3
26,2022,8,4,13,2,23,45.3,2
27,2022,8,4,13,3,23.2,45.6,1
28,2022,8,4,13,4,23.5,45.5,2
29,2022,8,4,13,5,24,45.4,1
30,2022,8,4,13,6,24.4,44.2,2
31,2022,8,4,14,1,24,44.3,2
32,2022,8,4,14,2,24.4,43.5,3
33,2022,8,4,14,3,25.5,43.5,1
34,2022,8,4,14,4,25.5,43,1
35,2022,8,4,14,5,25.8,42,1
36,2022,8,4,14,6,25.9,39.5,1
37,2022,8,4,15,1,26.6,39.2,1
38,2022,8,4,15,2,25.7,39.2,1
39,2022,8,4,15,3,26.5,39.3,2
40,2022,8,4,15,4,25.3,38.4,1
41,2022,8,4,15,5,25.3,38.2,1
42,2022,8,4,15,6,26.2,38.1,1
43,2022,8,4,16,1,25.1,38,2
44,2022,8,4,16,2,25,38.5,1
45,2022,8,4,16,3,25.8,39.1,2
46,2022,8,4,16,4,24.7,39,1
47,2022,8,4,16,5,24.8,38.8,1
48,2022,8,4,16,6,24.1,38.5,1
49,2022,8,4,17,1,24.6,38.5,2
50,2022,8,4,17,2,23.3,38.6,1
51,2022,8,4,17,3,22.5,37.5,1
52,2022,8,4,17,4,23.4,36.4,1
53,2022,8,4,17,5,23.8,37,1
54,2022,8,4,17,6,23.3,37.5,1
55,2022,8,4,18,1,23.2,37.2,3
56,2022,8,4,18,2,22.4,37.2,3
57,2022,8,4,18,3,22.8,37.3,2
58,2022,8,4,18,4,23.3,37.5,2
59,2022,8,4,18,5,23.3,38.6,1
60,2022,8,4,18,6,22.4,38.5,2
61,2022,8,4,19,1,22.8,39.3,2
62,2022,8,4,19,2,21.9,40.2,1
63,2022,8,4,19,3,20.8,39.5,1
64,2022,8,4,19,4,20.8,38.4,1
65,2022,8,4,19,5,19.4,39.2,1
66,2022,8,4,19,6,19.7,39,1
67,2022,8,4,20,1,19.5,39,2
68,2022,8,4,20,2,19.6,38.2,2
69,2022,8,4,20,3,19.3,38.5,1
70,2022,8,4,20,4,18.2,38.5,1
71,2022,8,4,20,5,18.2,39.5,0
72,2022,8,4,20,6,18,39.2,0
73,2022,8,4,21,1,19,38.3,1
74,2022,8,4,21,2,19.2,39,2
75,2022,8,4,21,3,19,38.5,1
76,2022,8,4,21,4,19.2,38.8,1
77,2022,8,4,21,5,18.4,38.9,0
78,2022,8,4,21,6,18.1,40.9,0
