No,year,month,day,hour,local,temp,humidity,metter
1,2022,8,19,9,1,23.7,44.3,3
2,2022,8,19,9,2,22.8,44.2,2
3,2022,8,19,9,3,23.9,43.8,1
4,2022,8,19,9,4,22.4,43.7,2
5,2022,8,19,9,5,23.5,45.8,1
6,2022,8,19,9,6,21.6,45.4,0
7,2022,8,19,10,1,23.1,43.5,2
8,2022,8,19,10,2,23.5,44.6,2
9,2022,8,19,10,3,23.4,45.2,1
10,2022,8,19,10,4,24.5,45.1,1
11,2022,8,19,10,5,24.6,44.3,0
12,2022,8,19,10,6,23.2,46.6,2
13,2022,8,19,11,1,25.3,45.7,2
14,2022,8,19,11,2,24.7,46.8,1
15,2022,8,19,11,3,25.8,44.4,1
16,2022,8,19,11,4,26.4,40.5,1
17,2022,8,19,11,5,25,39.2,0
18,2022,8,19,11,6,26,38.3,2
19,2022,8,19,12,1,28.1,39.5,3
20,2022,8,19,12,2,27.2,37,3
21,2022,8,19,12,3,28.5,37.1,1
22,2022,8,19,12,4,28.7,38.5,0
23,2022,8,19,12,5,28.8,36.6,1
24,2022,8,19,12,6,27.9,36.4,1
25,2022,8,19,13,1,29.4,36.5,3
26,2022,8,19,13,2,29,36.2,2
27,2022,8,19,13,3,28.6,37.5,1
28,2022,8,19,13,4,27.3,35.6,2
29,2022,8,19,13,5,27.2,38.3,1
30,2022,8,19,13,6,25,37.5,1
31,2022,8,19,14,1,27.2,36.4,3
32,2022,8,19,14,2,27.1,37.6,2
33,2022,8,19,14,3,27.5,36.8,1
34,2022,8,19,14,4,28.1,36,1
35,2022,8,19,14,5,28.1,36.7,0
36,2022,8,19,14,6,26.9,36.9,1
37,2022,8,19,15,1,25.2,37.4,2
38,2022,8,19,15,2,25.5,37.5,3
39,2022,8,19,15,3,25.3,35.1,3
40,2022,8,19,15,4,25.5,36.2,1
41,2022,8,19,15,5,24.4,36.3,1
42,2022,8,19,15,6,24.2,35,1
43,2022,8,19,16,1,26.2,35.1,2
44,2022,8,19,16,2,26.1,35.2,3
45,2022,8,19,16,3,26,35.1,2
46,2022,8,19,16,4,26.8,35.3,1
47,2022,8,19,16,5,25.5,35.5,0
48,2022,8,19,16,6,24.6,36.4,1
49,2022,8,19,17,1,25.4,39.6,2
50,2022,8,19,17,2,25.5,37.4,2
51,2022,8,19,17,3,26.5,37.5,1
52,2022,8,19,17,4,24.2,37.2,0
53,2022,8,19,17,5,24.3,36.1,1
54,2022,8,19,17,6,26.4,35.2,1
55,2022,8,19,18,1,24.5,35,3
56,2022,8,19,18,2,24.6,33.5,3
57,2022,8,19,18,3,24.5,35.4,2
58,2022,8,19,18,4,24.4,34.8,2
59,2022,8,19,18,5,24.3,36.5,1
60,2022,8,19,18,6,24,35.6,2
61,2022,8,19,19,1,23.1,36.7,1
62,2022,8,19,19,2,23.8,36.5,1
63,2022,8,19,19,3,23.7,35.2,1
64,2022,8,19,19,4,24.5,36.2,0
65,2022,8,19,19,5,22.2,34,1
66,2022,8,19,19,6,24.1,36,1
67,2022,8,19,20,1,24.2,40.2,3
68,2022,8,19,20,2,24.2,39.1,2
69,2022,8,19,20,3,24.2,43.4,1
70,2022,8,19,20,4,23,43.5,1
71,2022,8,19,20,5,23,41.6,1
72,2022,8,19,20,6,23.1,42.4,1
73,2022,8,19,21,1,23.2,40.5,3
74,2022,8,19,21,2,22.5,39,2
75,2022,8,19,21,3,23.4,41.5,1
76,2022,8,19,21,4,23.2,41.8,0
77,2022,8,19,21,5,22.3,41.7,1
78,2022,8,19,21,6,22.5,41.6,0
