No,year,month,day,hour,local,temp,humidity,metter
1,2022,8,24,9,1,16.3,58.7,2
2,2022,8,24,9,2,15.6,58.4,3
3,2022,8,24,9,3,15.7,58.2,3
4,2022,8,24,9,4,15.5,56.1,2
5,2022,8,24,9,5,15.4,57.2,1
6,2022,8,24,9,6,15.8,59.3,1
7,2022,8,24,10,1,16.5,58.4,0
8,2022,8,24,10,2,16.4,57.5,2
9,2022,8,24,10,3,17.6,58.1,1
10,2022,8,24,10,4,17.1,55.8,1
11,2022,8,24,10,5,18.2,54,0
12,2022,8,24,10,6,18.5,54.1,0
13,2022,8,24,11,1,19.4,56.2,3
14,2022,8,24,11,2,18.5,55.3,2
15,2022,8,24,11,3,19.6,55.1,1
16,2022,8,24,11,4,20.2,55.2,1
17,2022,8,24,11,5,20.5,54.5,1
18,2022,8,24,11,6,20.3,53.4,1
19,2022,8,24,12,1,20.2,52.8,1
20,2022,8,24,12,2,21.3,52.6,2
21,2022,8,24,12,3,21.3,52.7,1
22,2022,8,24,12,4,22.2,51.8,1
23,2022,8,24,12,5,22,53.5,1
24,2022,8,24,12,6,22.1,53.6,2
25,2022,8,24,13,1,21.5,53.5,2
26,2022,8,24,13,2,21.4,52.5,1
27,2022,8,24,13,3,22.1,53.4,1
28,2022,8,24,13,4,21.2,55.3,2
29,2022,8,24,13,5,21.8,53.1,1
30,2022,8,24,13,6,23.9,54.2,2
31,2022,8,24,14,1,23.7,58.5,1
32,2022,8,24,14,2,23.5,55.6,2
33,2022,8,24,14,3,21.6,50.8,1
34,2022,8,24,14,4,22.4,49.9,0
35,2022,8,24,14,5,22.5,48.5,1
36,2022,8,24,14,6,21.2,47.2,0
37,2022,8,24,15,1,21.3,48.4,1
38,2022,8,24,15,2,21.2,47.8,1
39,2022,8,24,15,3,21.3,48.7,2
40,2022,8,24,15,4,19.1,47.5,1
41,2022,8,24,15,5,19.5,46.6,1
42,2022,8,24,15,6,19.4,48.5,0
43,2022,8,24,16,1,18.6,49.4,0
44,2022,8,24,16,2,18.8,46.2,1
45,2022,8,24,16,3,18.9,42.3,2
46,2022,8,24,16,4,18.5,42.1,1
47,2022,8,24,16,5,18.4,44.2,0
48,2022,8,24,16,6,18.2,46.1,1
49,2022,8,24,17,1,18.3,50.4,2
50,2022,8,24,17,2,18.4,52.5,1
51,2022,8,24,17,3,18.5,51.4,1
52,2022,8,24,17,4,17.1,51.6,0
53,2022,8,24,17,5,18.2,52.8,1
54,2022,8,24,17,6,18.6,53.4,1
55,2022,8,24,18,1,18.5,52,2
56,2022,8,24,18,2,18.2,51.5,2
57,2022,8,24,18,3,17.2,51.6,1
58,2022,8,24,18,4,17.2,52.5,1
59,2022,8,24,18,5,17.5,51.3,0
60,2022,8,24,18,6,17.5,49.8,2
61,2022,8,24,19,1,18.6,50.5,2
62,2022,8,24,19,2,17.5,50.1,1
63,2022,8,24,19,3,16.8,52.2,1
64,2022,8,24,19,4,16.7,52.3,0
65,2022,8,24,19,5,16.4,52.2,1
66,2022,8,24,19,6,17.5,52,1
67,2022,8,24,20,1,17.1,49.2,2
68,2022,8,24,20,2,17.2,49.1,1
69,2022,8,24,20,3,16.8,48.5,0
70,2022,8,24,20,4,16.2,47.6,1
71,2022,8,24,20,5,16.6,47.8,1
72,2022,8,24,20,6,16.8,47.4,0
73,2022,8,24,21,1,15.9,47.9,2
74,2022,8,24,21,2,15.4,46.8,2
75,2022,8,24,21,3,15.2,45.4,1
76,2022,8,24,21,4,16.5,47.5,1
77,2022,8,24,21,5,16.6,48.3,0
78,2022,8,24,21,6,16.4,46.4,0
