No,year,month,day,hour,local,temp,humidity,metter
1,2022,8,5,9,1,23.3,45.2,3
2,2022,8,5,9,2,23.4,44.3,3
3,2022,8,5,9,3,23.4,43.5,2
4,2022,8,5,9,4,22.8,43.6,2
5,2022,8,5,9,5,23.1,45.8,1
6,2022,8,5,9,6,23,44.8,1
7,2022,8,5,10,1,23.2,43.4,3
8,2022,8,5,10,2,23.3,43.5,2
9,2022,8,5,10,3,24.5,45.6,1
10,2022,8,5,10,4,24.8,45.4,1
11,2022,8,5,10,5,24.3,44.7,1
12,2022,8,5,10,6,24.4,45.9,2
13,2022,8,5,11,1,25.2,44.6,2
14,2022,8,5,11,2,25.2,46.2,1
15,2022,8,5,11,3,25.3,45,1
16,2022,8,5,11,4,26.5,40,1
17,2022,8,5,11,5,26.9,39.2,1
18,2022,8,5,11,6,26.7,38.3,2
19,2022,8,5,12,1,28.8,38,3
20,2022,8,5,12,2,28.5,37.2,3
21,2022,8,5,12,3,28.3,37.5,1
22,2022,8,5,12,4,28.4,37,1
23,2022,8,5,12,5,28.2,36,1
24,2022,8,5,12,6,28,36.7,1
25,2022,8,5,13,1,29,35.8,3
26,2022,8,5,13,2,29,36.3,2
27,2022,8,5,13,3,28.2,36.6,1
28,2022,8,5,13,4,27.5,35.5,2
29,2022,8,5,13,5,27,37.4,1
30,2022,8,5,13,6,26.4,37.2,2
31,2022,8,5,14,1,27,36.3,2
32,2022,8,5,14,2,27.4,36.5,2
33,2022,8,5,14,3,27.5,36.5,1
34,2022,8,5,14,4,28.5,36,1
35,2022,8,5,14,5,28.8,35,1
36,2022,8,5,14,6,27.9,36.5,1
37,2022,8,5,15,1,25.6,37.2,1
38,2022,8,5,15,2,25.7,36.2,1
39,2022,8,5,15,3,25.5,35.3,2
40,2022,8,5,15,4,25.3,36.4,1
41,2022,8,5,15,5,24.3,35.2,1
42,2022,8,5,15,6,25.2,35.1,1
43,2022,8,5,16,1,26.1,34,2
44,2022,8,5,16,2,26,35.5,1
45,2022,8,5,16,3,26.8,35.1,2
46,2022,8,5,16,4,26.7,34,1
47,2022,8,5,16,5,25.8,35.8,1
48,2022,8,5,16,6,25.1,36.5,1
49,2022,8,5,17,1,25.6,38.5,2
50,2022,8,5,17,2,25.3,37.6,2
51,2022,8,5,17,3,26.5,37.5,1
52,2022,8,5,17,4,24.4,36.4,1
53,2022,8,5,17,5,25.8,36,1
54,2022,8,5,17,6,26.3,35.5,1
55,2022,8,5,18,1,24.2,35.2,3
56,2022,8,5,18,2,24.4,34.2,3
57,2022,8,5,18,3,24.8,35.3,2
58,2022,8,5,18,4,24.3,35.5,2
59,2022,8,5,18,5,24.3,36.6,1
60,2022,8,5,18,6,24.4,35.5,2
61,2022,8,5,19,1,23.8,36.3,2
62,2022,8,5,19,2,23.9,36.2,1
63,2022,8,5,19,3,23.8,35.5,1
64,2022,8,5,19,4,25.8,36.4,0
65,2022,8,5,19,5,23.4,35.2,1
66,2022,8,5,19,6,24.7,36,1
67,2022,8,5,20,1,24.5,40,2
68,2022,8,5,20,2,25.6,40.2,2
69,2022,8,5,20,3,25.3,43.5,1
70,2022,8,5,20,4,23.2,43.5,1
71,2022,8,5,20,5,23.2,42.5,1
72,2022,8,5,20,6,23,42.2,1
73,2022,8,5,21,1,23,40.3,2
74,2022,8,5,21,2,22.2,40,2
75,2022,8,5,21,3,22,41.5,1
76,2022,8,5,21,4,23.2,41.8,0
77,2022,8,5,21,5,22.4,41.9,0
78,2022,8,5,21,6,22.1,41.9,0
