No,year,month,day,hour,local,temp,humidity,metter
1,2022,8,23,9,1,22.5,38.2,3
2,2022,8,23,9,2,22.4,37.1,2
3,2022,8,23,9,3,23.8,35.2,2
4,2022,8,23,9,4,23.2,34.3,2
5,2022,8,23,9,5,23.5,33.2,1
6,2022,8,23,9,6,23.4,32,2
7,2022,8,23,10,1,24.1,38.2,2
8,2022,8,23,10,2,25.2,37.1,2
9,2022,8,23,10,3,26.3,35.5,2
10,2022,8,23,10,4,26.1,34.5,1
11,2022,8,23,10,5,27.2,33.8,1
12,2022,8,23,10,6,25.2,34.4,0
13,2022,8,23,11,1,29.2,38.1,3
14,2022,8,23,11,2,25.3,37.5,1
15,2022,8,23,11,3,26.1,38.6,2
16,2022,8,23,11,4,22.2,39.4,1
17,2022,8,23,11,5,23,39.8,0
18,2022,8,23,11,6,25,39.7,1
19,2022,8,23,12,1,25.2,38.9,3
20,2022,8,23,12,2,25.3,38.8,2
21,2022,8,23,12,3,24.3,38.3,2
22,2022,8,23,12,4,25.4,36.2,3
23,2022,8,23,12,5,24.5,35.4,1
24,2022,8,23,12,6,25.2,38.5,0
25,2022,8,23,13,1,24.3,38.8,3
26,2022,8,23,13,2,25.4,38.8,2
27,2022,8,23,13,3,26.5,38.9,2
28,2022,8,23,13,4,26.7,39.4,3
29,2022,8,23,13,5,26.2,39.5,1
30,2022,8,23,13,6,26.4,38.2,0
31,2022,8,23,14,1,25.5,38.1,3
32,2022,8,23,14,2,24.1,37,2
33,2022,8,23,14,3,25.1,35.1,1
34,2022,8,23,14,4,26.2,34.2,2
35,2022,8,23,14,5,25.3,33,1
36,2022,8,23,14,6,25.5,32.1,1
37,2022,8,23,15,1,24.6,38.2,3
38,2022,8,23,15,2,25.8,37.5,1
39,2022,8,23,15,3,26.1,35.5,2
40,2022,8,23,15,4,25.2,34.6,0
41,2022,8,23,15,5,25.1,33.4,1
42,2022,8,23,15,6,26.4,32.8,0
43,2022,8,23,16,1,25.5,38.7,3
44,2022,8,23,16,2,25.2,37.9,3
45,2022,8,23,16,3,24.8,35.4,2
46,2022,8,23,16,4,25.2,34.5,2
47,2022,8,23,16,5,24.3,33.2,2
48,2022,8,23,16,6,25.5,32.2,1
49,2022,8,23,17,1,25.4,38.3,3
50,2022,8,23,17,2,24.8,37.5,2
51,2022,8,23,17,3,24.5,35.4,2
52,2022,8,23,17,4,23.6,34.6,1
53,2022,8,23,17,5,24.2,33.8,0
54,2022,8,23,17,6,24.3,32.4,3
55,2022,8,23,18,1,23,38.5,3
56,2022,8,23,18,2,24.1,37.6,3
57,2022,8,23,18,3,23.2,35.8,2
58,2022,8,23,18,4,24.2,34.4,2
59,2022,8,23,18,5,24.5,33.9,1
60,2022,8,23,18,6,23.4,32.5,2
61,2022,8,23,19,1,24.5,38.6,1
62,2022,8,23,19,2,24.2,40.2,1
63,2022,8,23,19,3,24.1,43.5,0
64,2022,8,23,19,4,23.2,42.6,1
65,2022,8,23,19,5,23.5,40.5,0
66,2022,8,23,19,6,22,45.6,1
67,2022,8,23,20,1,22.5,55.4,2
68,2022,8,23,20,2,22.4,56.8,1
69,2022,8,23,20,3,21.8,55.9,2
70,2022,8,23,20,4,21.5,54.4,1
71,2022,8,23,20,5,21.6,59.5,1
72,2022,8,23,20,6,21.5,60.8,0
73,2022,8,23,21,1,20.4,58.8,2
74,2022,8,23,21,2,20.8,57.7,1
75,2022,8,23,21,3,19.2,55.4,1
76,2022,8,23,21,4,18.8,54.5,0
77,2022,8,23,21,5,19.8,55.1,1
78,2022,8,23,21,6,19.4,56.2,0
