No,year,month,day,hour,local,temp,humidity,metter
1,2022,8,6,9,1,24.2,39.1,3
2,2022,8,6,9,2,24.5,39.5,3
3,2022,8,6,9,3,24.8,39.4,2
4,2022,8,6,9,4,24.9,39.8,2
5,2022,8,6,9,5,24.7,39.7,1
6,2022,8,6,9,6,24.3,39.8,1
7,2022,8,6,10,1,25,39.5,3
8,2022,8,6,10,2,24.1,38.6,2
9,2022,8,6,10,3,25.2,38.2,1
10,2022,8,6,10,4,25.3,38,1
11,2022,8,6,10,5,25.4,38.1,1
12,2022,8,6,10,6,25.6,38,2
13,2022,8,6,11,1,25.8,39.3,2
14,2022,8,6,11,2,26.7,39.2,1
15,2022,8,6,11,3,26.9,40.5,1
16,2022,8,6,11,4,27.1,40.8,0
17,2022,8,6,11,5,26.3,40.4,1
18,2022,8,6,11,6,27.5,41.6,2
19,2022,8,6,12,1,29.6,41.7,3
20,2022,8,6,12,2,29.1,41.2,3
21,2022,8,6,12,3,29.2,41.1,1
22,2022,8,6,12,4,29.3,42.2,2
23,2022,8,6,12,5,29,42,1
24,2022,8,6,12,6,29.5,42.5,1
25,2022,8,6,13,1,28.5,42.1,3
26,2022,8,6,13,2,28.4,41.5,3
27,2022,8,6,13,3,27.7,41.4,2
28,2022,8,6,13,4,27.8,41.8,2
29,2022,8,6,13,5,26.4,41.7,2
30,2022,8,6,13,6,26.6,41.9,2
31,2022,8,6,14,1,24.3,41.8,3
32,2022,8,6,14,2,25.1,41.6,3
33,2022,8,6,14,3,26.2,40.2,1
34,2022,8,6,14,4,25.5,40.2,1
35,2022,8,6,14,5,26,41,2
36,2022,8,6,14,6,26,41.5,1
37,2022,8,6,15,1,25.2,40.2,2
38,2022,8,6,15,2,25.3,41.2,1
39,2022,8,6,15,3,25.4,42.5,2
40,2022,8,6,15,4,25.6,42.8,1
41,2022,8,6,15,5,24.6,42.9,2
42,2022,8,6,15,6,24.6,42.7,1
43,2022,8,6,16,1,24.5,43.6,2
44,2022,8,6,16,2,24.9,43.4,1
45,2022,8,6,16,3,23.9,43.5,2
46,2022,8,6,16,4,24.8,44.3,1
47,2022,8,6,16,5,23.7,43.1,1
48,2022,8,6,16,6,24.5,43.1,1
49,2022,8,6,17,1,23.6,42.2,3
50,2022,8,6,17,2,23.4,42.5,2
51,2022,8,6,17,3,23.4,41.2,1
52,2022,8,6,17,4,23.3,41,1
53,2022,8,6,17,5,22.3,41,1
54,2022,8,6,17,6,23.2,42.1,1
55,2022,8,6,18,1,22.2,40.2,3
56,2022,8,6,18,2,22.2,40.3,3
57,2022,8,6,18,3,23.1,40.4,3
58,2022,8,6,18,4,23.1,41.5,3
59,2022,8,6,18,5,23.2,42.6,2
60,2022,8,6,18,6,23.2,42.7,2
61,2022,8,6,19,1,22,43.8,2
62,2022,8,6,19,2,23,43.9,1
63,2022,8,6,19,3,22.3,44.4,1
64,2022,8,6,19,4,22,44.5,2
65,2022,8,6,19,5,22.3,45.2,2
66,2022,8,6,19,6,21.2,43,1
67,2022,8,6,20,1,21.2,44,3
68,2022,8,6,20,2,21.1,45.7,2
69,2022,8,6,20,3,22,44.8,1
70,2022,8,6,20,4,21,42.5,1
71,2022,8,6,20,5,22,41.3,1
72,2022,8,6,20,6,21,43.4,1
73,2022,8,6,21,1,22,43.4,3
74,2022,8,6,21,2,21.2,43.2,2
75,2022,8,6,21,3,21,42.3,1
76,2022,8,6,21,4,20.2,42.4,1
77,2022,8,6,21,5,20.4,41.2,1
78,2022,8,6,21,6,20.1,40,2
