No,year,month,day,hour,local,temp,humidity,metter
1,2022,8,12,9,1,23.3,45.3,3
2,2022,8,12,9,2,23.4,44.4,3
3,2022,8,12,9,3,23.5,44,2
4,2022,8,12,9,4,22.8,43.8,2
5,2022,8,12,9,5,23.1,45.8,1
6,2022,8,12,9,6,23,44.8,1
7,2022,8,12,10,1,23.2,43.5,2
8,2022,8,12,10,2,23.4,43.5,2
9,2022,8,12,10,3,24.5,45.5,1
10,2022,8,12,10,4,24.8,45.4,1
11,2022,8,12,10,5,24.3,44.7,1
12,2022,8,12,10,6,24.6,45.8,2
13,2022,8,12,11,1,25.2,44.6,2
14,2022,8,12,11,2,25.2,46.2,1
15,2022,8,12,11,3,25.2,45,1
16,2022,8,12,11,4,26.5,40.1,1
17,2022,8,12,11,5,26.7,39.3,1
18,2022,8,12,11,6,26.7,38,2
19,2022,8,12,12,1,29,38,3
20,2022,8,12,12,2,28.7,37.5,3
21,2022,8,12,12,3,28.3,37.5,2
22,2022,8,12,12,4,28.4,37,1
23,2022,8,12,12,5,28.2,36,1
24,2022,8,12,12,6,28,36.6,1
25,2022,8,12,13,1,29,35.8,3
26,2022,8,12,13,2,29,36.3,2
27,2022,8,12,13,3,28.2,36.6,1
28,2022,8,12,13,4,27.5,35.6,2
29,2022,8,12,13,5,27,37.4,1
30,2022,8,12,13,6,26.4,37.3,2
31,2022,8,12,14,1,27,36.3,2
32,2022,8,12,14,2,27.4,36.5,2
33,2022,8,12,14,3,27.5,36.4,1
34,2022,8,12,14,4,28.5,36,1
35,2022,8,12,14,5,28.6,34.9,1
36,2022,8,12,14,6,27.9,36.5,2
37,2022,8,12,15,1,25.6,37.2,1
38,2022,8,12,15,2,25.7,36.2,2
39,2022,8,12,15,3,25.5,35.3,2
40,2022,8,12,15,4,25.3,36.4,1
41,2022,8,12,15,5,24.4,35.2,1
42,2022,8,12,15,6,25.2,35.1,1
43,2022,8,12,16,1,26.1,34,2
44,2022,8,12,16,2,26,35.5,1
45,2022,8,12,16,3,26.7,35.1,2
46,2022,8,12,16,4,26.7,34,1
47,2022,8,12,16,5,25.8,35.8,1
48,2022,8,12,16,6,25.1,36.5,2
49,2022,8,12,17,1,25.6,38.5,2
50,2022,8,12,17,2,25.3,37.6,2
51,2022,8,12,17,3,26.5,37.5,1
52,2022,8,12,17,4,24.4,36.4,1
53,2022,8,12,17,5,25.8,36,1
54,2022,8,12,17,6,26.3,35.5,1
55,2022,8,12,18,1,24.2,35.2,3
56,2022,8,12,18,2,24.4,34.2,3
57,2022,8,12,18,3,24.8,35.3,2
58,2022,8,12,18,4,24.4,35.5,2
59,2022,8,12,18,5,24.3,36.6,1
60,2022,8,12,18,6,24.4,35.5,2
61,2022,8,12,19,1,23.8,36.3,2
62,2022,8,12,19,2,23.9,36.2,1
63,2022,8,12,19,3,23.8,35.5,1
64,2022,8,12,19,4,25.8,36.4,0
65,2022,8,12,19,5,23.4,35.2,1
66,2022,8,12,19,6,24.7,36,1
67,2022,8,12,20,1,24.5,40,2
68,2022,8,12,20,2,25.5,40.2,2
69,2022,8,12,20,3,25.3,43.5,0
70,2022,8,12,20,4,23.3,43.5,1
71,2022,8,12,20,5,23.2,42.5,0
72,2022,8,12,20,6,23,42.3,1
73,2022,8,12,21,1,23.2,40.3,2
74,2022,8,12,21,2,22.2,40,2
75,2022,8,12,21,3,22,41.5,1
76,2022,8,12,21,4,23.4,41.8,0
77,2022,8,12,21,5,22.4,41.9,0
78,2022,8,12,21,6,22.1,41.9,1
