No,year,month,day,hour,local,temp,humidity,metter
1,2022,8,1,9,1,23.5,38.3,3
2,2022,8,1,9,2,23.6,37,3
3,2022,8,1,9,3,23.8,35,3
4,2022,8,1,9,4,23.9,34,3
5,2022,8,1,9,5,23.3,33.5,2
6,2022,8,1,9,6,23.2,32.2,2
7,2022,8,1,10,1,24.5,38.3,3
8,2022,8,1,10,2,25.5,37,1
9,2022,8,1,10,3,26.8,35,2
10,2022,8,1,10,4,26.9,34,1
11,2022,8,1,10,5,27.3,33.5,1
12,2022,8,1,10,6,28.2,32.2,1
13,2022,8,1,11,1,29.9,38.3,3
14,2022,8,1,11,2,28.8,37,1
15,2022,8,1,11,3,26.8,35,2
16,2022,8,1,11,4,26.9,34,1
17,2022,8,1,11,5,26.5,33.5,0
18,2022,8,1,11,6,26,32.2,1
19,2022,8,1,12,1,25.5,38.3,3
20,2022,8,1,12,2,25.5,37,1
21,2022,8,1,12,3,25.3,35,2
22,2022,8,1,12,4,25.2,34,1
23,2022,8,1,12,5,25.3,33.5,3
24,2022,8,1,12,6,25.2,32.2,3
25,2022,8,1,13,1,25.5,38.3,3
26,2022,8,1,13,2,25.5,37,3
27,2022,8,1,13,3,26.8,35,2
28,2022,8,1,13,4,26.9,34,3
29,2022,8,1,13,5,25.5,33.5,2
30,2022,8,1,13,6,26,32.2,2
31,2022,8,1,14,1,25.5,38.3,2
32,2022,8,1,14,2,25.5,37,1
33,2022,8,1,14,3,26.8,35,2
34,2022,8,1,14,4,26.9,34,1
35,2022,8,1,14,5,26,33.5,1
36,2022,8,1,14,6,25.5,32.2,1
37,2022,8,1,15,1,25.5,38.3,3
38,2022,8,1,15,2,25.4,37,1
39,2022,8,1,15,3,26.2,35,2
40,2022,8,1,15,4,26.5,34,1
41,2022,8,1,15,5,25.3,33.5,1
42,2022,8,1,15,6,26.4,32.2,1
43,2022,8,1,16,1,25.5,38.3,3
44,2022,8,1,16,2,25.5,37,1
45,2022,8,1,16,3,25.8,35,2
46,2022,8,1,16,4,25.9,34,1
47,2022,8,1,16,5,25.3,33.5,1
48,2022,8,1,16,6,25.2,32.2,1
49,2022,8,1,17,1,25.9,38.3,0
50,2022,8,1,17,2,24.8,37,1
51,2022,8,1,17,3,24.8,35,2
52,2022,8,1,17,4,24.9,34,1
53,2022,8,1,17,5,24.5,33.5,1
54,2022,8,1,17,6,24,32.2,3
55,2022,8,1,18,1,24.5,38.3,3
56,2022,8,1,18,2,24.5,37,3
57,2022,8,1,18,3,25.3,35,2
58,2022,8,1,18,4,25.2,34,3
59,2022,8,1,18,5,25.3,33.5,2
60,2022,8,1,18,6,25.2,32.2,1
61,2022,8,1,19,1,25.5,38.3,1
62,2022,8,1,19,2,25.5,40.2,0
63,2022,8,1,19,3,24.8,43.2,1
64,2022,8,1,19,4,23.9,42.2,0
65,2022,8,1,19,5,23.5,40,1
66,2022,8,1,19,6,22,39,1
67,2022,8,1,20,1,23.5,39.8,1
68,2022,8,1,20,2,23.5,39,0
69,2022,8,1,20,3,23.8,39.9,2
70,2022,8,1,20,4,23.9,34.5,1
71,2022,8,1,20,5,23,33.5,1
72,2022,8,1,20,6,23.5,32.2,1
73,2022,8,1,21,1,22.5,38.3,3
74,2022,8,1,21,2,22.4,37,1
75,2022,8,1,21,3,23.2,35,0
76,2022,8,1,21,4,24.5,34,1
77,2022,8,1,21,5,23.3,33.5,1
78,2022,8,1,21,6,22.4,32.2,0
