No,year,month,day,hour,local,temp,humidity,metter
1,2022,8,18,9,1,18.5,59.3,2
2,2022,8,18,9,2,18.5,58.2,1
3,2022,8,18,9,3,18.6,58.4,1
4,2022,8,18,9,4,18.8,56.8,1
5,2022,8,18,9,5,18.4,57.7,1
6,2022,8,18,9,6,19.3,56.9,1
7,2022,8,18,10,1,19.2,55.4,1
8,2022,8,18,10,2,19.6,55.5,2
9,2022,8,18,10,3,18.3,54.6,2
10,2022,8,18,10,4,19.8,54.2,1
11,2022,8,18,10,5,19.9,54.3,1
12,2022,8,18,10,6,18.4,55,1
13,2022,8,18,11,1,18.8,53,2
14,2022,8,18,11,2,18.7,53.2,1
15,2022,8,18,11,3,19.2,53.1,1
16,2022,8,18,11,4,21.1,51.5,2
17,2022,8,18,11,5,21,50.2,1
18,2022,8,18,11,6,21.3,50,1
19,2022,8,18,12,1,21.2,52.2,3
20,2022,8,18,12,2,21.1,49.5,2
21,2022,8,18,12,3,22,49.4,1
22,2022,8,18,12,4,22.2,48.8,2
23,2022,8,18,12,5,22.3,47.8,2
24,2022,8,18,12,6,23,45.5,1
25,2022,8,18,13,1,23.8,46.7,3
26,2022,8,18,13,2,23.9,46.6,2
27,2022,8,18,13,3,23.4,45.3,1
28,2022,8,18,13,4,23.6,46.2,2
29,2022,8,18,13,5,24.2,45.5,1
30,2022,8,18,13,6,24.3,44.4,2
31,2022,8,18,14,1,24.7,45.2,2
32,2022,8,18,14,2,24.8,43.1,3
33,2022,8,18,14,3,25.9,43.2,1
34,2022,8,18,14,4,25.6,44.2,1
35,2022,8,18,14,5,25.4,42.3,1
36,2022,8,18,14,6,25.3,39.6,2
37,2022,8,18,15,1,26.2,40.5,1
38,2022,8,18,15,2,25.1,39.5,1
39,2022,8,18,15,3,26,39.8,2
40,2022,8,18,15,4,25,39.9,1
41,2022,8,18,15,5,25.1,38.6,1
42,2022,8,18,15,6,26.2,38.4,0
43,2022,8,18,16,1,25.3,38.3,2
44,2022,8,18,16,2,25.3,38.1,3
45,2022,8,18,16,3,25.6,39.5,2
46,2022,8,18,16,4,24.5,39.5,1
47,2022,8,18,16,5,24.7,38.8,1
48,2022,8,18,16,6,24.9,38.7,0
49,2022,8,18,17,1,24.6,38.7,2
50,2022,8,18,17,2,23.8,38.8,1
51,2022,8,18,17,3,22.6,37.9,1
52,2022,8,18,17,4,23.4,36.6,2
53,2022,8,18,17,5,23.3,37.4,1
54,2022,8,18,17,6,23.2,37.5,1
55,2022,8,18,18,1,23.2,37.6,3
56,2022,8,18,18,2,22.1,37.1,3
57,2022,8,18,18,3,22.5,37.2,2
58,2022,8,18,18,4,23.2,37.3,2
59,2022,8,18,18,5,23.8,38.3,1
60,2022,8,18,18,6,22.4,38.2,0
61,2022,8,18,19,1,22.9,39.1,2
62,2022,8,18,19,2,21.7,39.5,3
63,2022,8,18,19,3,20.6,39.4,1
64,2022,8,18,19,4,20.3,37.5,1
65,2022,8,18,19,5,19.2,39.2,1
66,2022,8,18,19,6,19.1,38,1
67,2022,8,18,20,1,19.1,39.5,3
68,2022,8,18,20,2,19.3,38.5,2
69,2022,8,18,20,3,19.4,37.4,2
70,2022,8,18,20,4,18.5,38.4,1
71,2022,8,18,20,5,18.6,38.5,1
72,2022,8,18,20,6,18.7,39.6,1
73,2022,8,18,21,1,19.7,38.6,1
74,2022,8,18,21,2,19.8,38.5,2
75,2022,8,18,21,3,19.9,39.8,1
76,2022,8,18,21,4,19.4,38.4,1
77,2022,8,18,21,5,18.8,38.3,0
78,2022,8,18,21,6,18.8,40,0
