No,year,month,day,hour,local,temp,humidity,metter
1,2022,8,17,9,1,15.3,58.8,3
2,2022,8,17,9,2,15.6,58.9,3
3,2022,8,17,9,3,156.8,58.4,2
4,2022,8,17,9,4,15.9,56.5,2
5,2022,8,17,9,5,15.4,57.1,1
6,2022,8,17,9,6,15.1,59.2,1
7,2022,8,17,10,1,16,58,1
8,2022,8,17,10,2,16.1,57.7,1
9,2022,8,17,10,3,17.2,58.1,2
10,2022,8,17,10,4,17.3,55.8,0
11,2022,8,17,10,5,18.6,54.9,0
12,2022,8,17,10,6,18.8,54.4,1
13,2022,8,17,11,1,19.7,56.5,2
14,2022,8,17,11,2,18.9,55.6,1
15,2022,8,17,11,3,19.4,55.7,1
16,2022,8,17,11,4,20.5,55.1,1
17,2022,8,17,11,5,20.6,54.2,1
18,2022,8,17,11,6,20.3,53.3,0
19,2022,8,17,12,1,20.2,52.4,2
20,2022,8,17,12,2,21.1,52.6,1
21,2022,8,17,12,3,21,52.5,1
22,2022,8,17,12,4,22.2,51.8,1
23,2022,8,17,12,5,22.3,53.9,1
24,2022,8,17,12,6,22.6,53.7,0
25,2022,8,17,13,1,21.9,53,2
26,2022,8,17,13,2,21.2,52.1,1
27,2022,8,17,13,3,22.6,53.9,1
28,2022,8,17,13,4,21.8,55.4,2
29,2022,8,17,13,5,21.4,53.8,1
30,2022,8,17,13,6,23.7,54.7,1
31,2022,8,17,14,1,23.5,58.6,2
32,2022,8,17,14,2,23.2,55.2,1
33,2022,8,17,14,3,21.3,50.3,1
34,2022,8,17,14,4,22.2,49,1
35,2022,8,17,14,5,22,48,1
36,2022,8,17,14,6,21.3,47.2,0
37,2022,8,17,15,1,21,48.5,1
38,2022,8,17,15,2,21.2,47.5,1
39,2022,8,17,15,3,21.3,48,2
40,2022,8,17,15,4,19.2,47.2,1
41,2022,8,17,15,5,19.2,46.3,1
42,2022,8,17,15,6,19.3,48.7,1
43,2022,8,17,16,1,18.3,49.8,3
44,2022,8,17,16,2,18.9,46.1,1
45,2022,8,17,16,3,18.3,42.5,2
46,2022,8,17,16,4,18.2,42.6,1
47,2022,8,17,16,5,18.2,44.3,1
48,2022,8,17,16,6,18.9,46.1,1
49,2022,8,17,17,1,18.1,50.4,2
50,2022,8,17,17,2,18.3,52.7,1
51,2022,8,17,17,3,18.1,51.1,1
52,2022,8,17,17,4,17.9,51.5,0
53,2022,8,17,17,5,18.5,52.2,1
54,2022,8,17,17,6,18.1,53,1
55,2022,8,17,18,1,18.5,52,2
56,2022,8,17,18,2,18.5,51.4,2
57,2022,8,17,18,3,17.2,51.6,1
58,2022,8,17,18,4,17.2,52,1
59,2022,8,17,18,5,17.8,51.3,1
60,2022,8,17,18,6,17.9,49,2
61,2022,8,17,19,1,18.1,50.3,3
62,2022,8,17,19,2,17.5,50,1
63,2022,8,17,19,3,16.8,52,1
64,2022,8,17,19,4,16.5,52.2,0
65,2022,8,17,19,5,16.2,52.3,1
66,2022,8,17,19,6,17.1,52.7,1
67,2022,8,17,20,1,17.2,49.8,3
68,2022,8,17,20,2,17.7,49.9,2
69,2022,8,17,20,3,16.8,48.9,0
70,2022,8,17,20,4,16.9,47.2,1
71,2022,8,17,20,5,16,47.4,1
72,2022,8,17,20,6,16.5,47.2,0
73,2022,8,17,21,1,15.5,47.3,1
74,2022,8,17,21,2,15.4,46.1,1
75,2022,8,17,21,3,15.2,45.5,1
76,2022,8,17,21,4,16.5,47.6,1
77,2022,8,17,21,5,16.3,48.3,0
78,2022,8,17,21,6,16.4,46.4,0
